Record Id,Unit No.,Bedrooms,Status,Unit Suite/  Internal Size (sq.ft),Balcony Size (sq.ft),Net Unit Size (sq.ft),Rate AED/ Sq.Ft,Selling price,Pre Launch Price,Floor Plan URL,Unit Inventory Owner.id,Unit Inventory Owner
zcrm_6686831000013407282,1208,STUDIO,Available,311.62,173.94,485.56,1660,886632.56,806029.6,https://workdrive.zohoexternal.com/external/6f93056aed83cfe12a70c82b4460081399ff8f4219e980382a40a1d86a3a204c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407283,1209,STUDIO,Booked - Pending Payment Confirmation,313,97,410,1830,833708,750337,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407284,1210,STUDIO,Blocked,311.62,97.09,408.7,1830,822713.1,747921,https://workdrive.zohoexternal.com/external/b08bdd762fc0b702c5440424d1cd22b1ae51b65a39a97c4f201af1f1794ad29b/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407285,1211,1 BR,Available,634.21,194.07,828.28,1405,1280106.74,1163733.4,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407286,1212,1 BR,Available,650.79,178.68,829.46,1405,1281930.43,1165391.3,https://workdrive.zohoexternal.com/external/44f015e69ab511f208c3845d953ae02fe01ea48ccb05cf4f80e30a6f5cd21cab/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407287,1213,1 BR,Available,603.86,141.55,745.4,1405,1152015.7,1047287,https://workdrive.zohoexternal.com/external/3dfc2cde57e71ff3e28d0b6526d68f6c29275e65fc425298480aa145201f1b6c/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407288,1214,1 BR,Blocked,631.2,193.97,825.16,1405,1275284.78,1159349.8,https://workdrive.zohoexternal.com/external/0e08cb3d1543503dcaab939480e89f86d7397f59c4dfaf639ca096acd45b7e98/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407289,1215,1 BR,Blocked,632.92,194.29,827.2,1405,1278437.6,1162216,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407290,1216,2 BR,Available,864.56,703.96,1568.52,1380,2381013.36,2164557.6,https://workdrive.zohoexternal.com/external/e7e4f7728e63e9ed14fa5f0886d557211b90936799c777847c27cd1fc0e089ca/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407291,1217,2 BR,Available,1009.98,623.45,1633.42,1555,2793964.91,2539968.1,https://workdrive.zohoexternal.com/external/a001865668f6dc311f6468983f65b634051b9236cbe1a131e96482b4b6ed3a64/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407292,1218,1 BR,Sold,630,191,821,1630,1486904,1338214,https://workdrive.zohoexternal.com/external/02b9cc9c299e82513d66f3dcbf5d7e1882d78711d66977cda3e8af9d5a5c9951/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407293,1219,1 BR,Available,636.58,196.23,832.8,1630,1493210.4,1357464,https://workdrive.zohoexternal.com/external/4e6bd58d14499b96847d927247944a54111542b430d9da1f1b556d088b9c64f4/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407294,1301,3 BR DU PH,Available,2407.67,1550.86,3958.54,1663,7241357.22,6583052.02,https://workdrive.zohoexternal.com/external/6a742cf5f5b17c111e87c67ca5eb442860d3d9e45ed682f4d3914fc48a9252a5/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407295,1302,3 BR DU PH,Available,2350.41,1569.81,3920.22,1663,7171258.45,6519325.86,https://workdrive.zohoexternal.com/external/fd3dff9873b5b0a6c343778691f011b1c64cf103b9622cc36eb6f9cfa3eea12f/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407296,1303,3 BR DU PH,Blocked,2177.32,1993.05,4170.37,1663,7628857.84,6935325.31,https://workdrive.zohoexternal.com/external/59d1e731ceed55bb0226aca97a17cfa1fdfe4747020fa0d801270d65f0df7a40/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407297,1304,2 BR,Available,869.83,343.69,1213.52,1563,2086404.94,1896731.76,https://workdrive.zohoexternal.com/external/1eeaa4f0aa9f4c29d4e600c8444a93cf225418f0e526803c142025e9903ffead/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407298,1305,2 BR,Blocked,945.5,289.87,1235.37,1413,1920135.59,1745577.81,https://workdrive.zohoexternal.com/external/eb371cc4240f5f1a2b8a49b9a127a4cdf0aad974e9a07aafab3c74fb5d0a1cc6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407299,1306,2 BR,Blocked,948.19,291.38,1239.57,1410,1922573.07,1747793.7,https://workdrive.zohoexternal.com/external/eb371cc4240f5f1a2b8a49b9a127a4cdf0aad974e9a07aafab3c74fb5d0a1cc6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407300,1307,2 BR,Available,832.37,416.78,1249.15,1413,1941553.85,1765048.95,https://workdrive.zohoexternal.com/external/71e6409476c945a06972198a88a2a09f3f5d967883249b00dcec6b7e06798935/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407301,1308,2 BR,Blocked,907.07,284.49,4778.53,1413,7427269.17,6752062.89,https://workdrive.zohoexternal.com/external/eb371cc4240f5f1a2b8a49b9a127a4cdf0aad974e9a07aafab3c74fb5d0a1cc6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407302,1309,2 BR,Available,949.16,290.95,4767.7,1413,7410106.11,6736760.1,https://workdrive.zohoexternal.com/external/eb371cc4240f5f1a2b8a49b9a127a4cdf0aad974e9a07aafab3c74fb5d0a1cc6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407303,1310,2 BR,Sold,969,289,1258,1413,1975170,1777653,https://workdrive.zohoexternal.com/external/eb371cc4240f5f1a2b8a49b9a127a4cdf0aad974e9a07aafab3c74fb5d0a1cc6/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407304,1311,3 BR DU PH,Blocked,2407.67,2349.33,4757,1663,8701980.1,7910891,https://workdrive.zohoexternal.com/external/c102dd1f0313dd420607759df20a077f73b661315eb58aa0b89cf92091404eb8/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000013407305,1312,3 BR DU PH,Available,2407.24,1580.14,3987.38,1663,7294114.23,6631012.94,https://workdrive.zohoexternal.com/external/6a742cf5f5b17c111e87c67ca5eb442860d3d9e45ed682f4d3914fc48a9252a5/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000017027001,Shop 1,,Booked - Pending Payment Confirmation,3391.92,,3391.92,3333,11306400,10175760,https://workdrive.zohoexternal.com/external/cb6456af6dc5e14a8ed8daf039ed83ee55010d6d179f91fd515adb40ee16be10/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000017027098,Shop 2,,Booked - Pending Payment Confirmation,3664.99,,3664.99,3333,12216633,10994970,https://workdrive.zohoexternal.com/external/dd8c49ca59aead2947664d708e4f1c6b48179cefd5dab091b8c884bcbdeaaa97/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000017027135,Shop 3,,Blocked,1476.27,0,1476.27,3333,5412448.7,4920407.91,https://workdrive.zohoexternal.com/external/0dd728554149a1bacabcf4003e15f9ff31a25798e50c8323327ffb08a3898b20/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000017027198,Shop 4,,Blocked,1890.14,0,1890.14,3333,6929820.28,6299836.62,https://workdrive.zohoexternal.com/external/017f10726d30e171bf380b970feca3c1c87abc06315dd9fc34914f42cd9d78cd/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
zcrm_6686831000040001151,test,2 BR,Booked - Pending Payment Confirmation,1009.44,622.91,1632.35,1539,2763405.31,2512186.65,https://workdrive.zohoexternal.com/external/a001865668f6dc311f6468983f65b634051b9236cbe1a131e96482b4b6ed3a64/download?directDownload=true,zcrm_6686831000000503001,Zoho Admin
